cluster_id,risk_score,action,top_reasons,cluster_size,total_bonus_at_stake,policy_version,timestamp
comp_1018,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.007, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.043, 'model_importance': 0.0581}]",1,76.43035650732975,1.0-autonomous,1788444323.7494714
comp_1019,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.057, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.025, 'model_importance': 0.0581}]",1,116.40433813319332,1.0-autonomous,1788444323.758489
comp_102,1.0,BLOCK_BONUS,"[{'feature': 'instrument_reuse_ratio', 'value': 0.684, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 13.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 12.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.816, 'model_importance': 0.0581}]",13,4441.157406247211,1.0-autonomous,1788444323.7650309
comp_1020,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.067, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,517.8797705905719,1.0-autonomous,1788444323.7733712
comp_1021,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,451.80298260078047,1.0-autonomous,1788444323.7817304
comp_1022,1.0,BLOCK_BONUS,"[{'feature': 'instrument_reuse_ratio', 'value': 0.762, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 5.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 4.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.592, 'model_importance': 0.0581}]",5,1402.0696536085095,1.0-autonomous,1788444323.7903647
comp_1023,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.316, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 3.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 2.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.351, 'model_importance': 0.0581}]",3,884.9961692587981,1.0-autonomous,1788444323.798716
comp_1024,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.121, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 5.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 4.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",5,1294.0286405936852,1.0-autonomous,1788444323.807862
comp_1025,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.11, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 2.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 1.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",2,237.38262431785964,1.0-autonomous,1788444323.8150666
comp_1026,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.264, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,191.0883416292784,1.0-autonomous,1788444323.8235197
comp_1027,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.026, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,216.41611959831076,1.0-autonomous,1788444323.8316324
comp_1028,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 3.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 2.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.503, 'model_importance': 0.0581}]",3,1101.5590725804225,1.0-autonomous,1788444323.8383334
comp_1029,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,71.72182322559547,1.0-autonomous,1788444323.841482
comp_103,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.431, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 6.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 5.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",6,1536.9538533153018,1.0-autonomous,1788444323.8519595
comp_1030,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.239, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.142, 'model_importance': 0.0581}]",1,136.57662197528407,1.0-autonomous,1788444323.8587928
comp_1031,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.051, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 3.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 2.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",3,695.7462460857201,1.0-autonomous,1788444323.8651626
comp_1032,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,449.2250489463965,1.0-autonomous,1788444323.8651626
comp_1033,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.208, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 6.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 5.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.184, 'model_importance': 0.0581}]",6,2278.5667866832223,1.0-autonomous,1788444323.8760521
comp_1034,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.038, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 3.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 2.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.344, 'model_importance': 0.0581}]",3,837.5494820546603,1.0-autonomous,1788444323.88368
comp_1035,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.172, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 6.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 5.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",6,2016.72908258154,1.0-autonomous,1788444323.88368
comp_1036,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.012, 'model_importance': 0.0581}]",1,427.93438828108935,1.0-autonomous,1788444323.893465
comp_1037,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.217, 'model_importance': 0.0581}]",1,342.58303107186845,1.0-autonomous,1788444323.898227
comp_1038,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,398.1527340983147,1.0-autonomous,1788444323.908041
comp_1039,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.157, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.138, 'model_importance': 0.0581}]",1,153.03364583221912,1.0-autonomous,1788444323.9151978
comp_104,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.032, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.019, 'model_importance': 0.0581}]",1,398.7048447517333,1.0-autonomous,1788444323.921414
comp_1040,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 3.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 2.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",3,629.7270420493712,1.0-autonomous,1788444323.92421
comp_1041,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.001, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.32, 'model_importance': 0.0581}]",1,192.11218832325295,1.0-autonomous,1788444323.9340436
comp_1042,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.122, 'model_importance': 0.0581}]",1,230.90802893732183,1.0-autonomous,1788444323.9340436
comp_1043,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.297, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,308.13575064405126,1.0-autonomous,1788444323.9397414
comp_1044,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.028, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.012, 'model_importance': 0.0581}]",1,239.2605349144858,1.0-autonomous,1788444323.9502826
comp_1045,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.092, 'model_importance': 0.0581}]",1,292.6624049712131,1.0-autonomous,1788444323.954837
comp_1046,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.119, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,446.14493549075326,1.0-autonomous,1788444323.961195
comp_1047,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 5.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 4.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.309, 'model_importance': 0.0581}]",5,875.8569174742734,1.0-autonomous,1788444323.9650543
comp_1048,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.084, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,334.0988859461252,1.0-autonomous,1788444323.970386
comp_1049,1.0,BLOCK_BONUS,"[{'feature': 'instrument_reuse_ratio', 'value': 0.781, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 9.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 8.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.996, 'model_importance': 0.0581}]",9,2614.6971113035875,1.0-autonomous,1788444323.9735456
comp_105,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 5.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 4.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.23, 'model_importance': 0.0581}]",5,2604.4558128278563,1.0-autonomous,1788444323.9735456
comp_1050,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.299, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 5.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 4.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",5,1545.761886481324,1.0-autonomous,1788444323.9883225
comp_1051,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.033, 'model_importance': 0.0581}]",1,435.3577917081442,1.0-autonomous,1788444323.9993672
comp_1052,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.2, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,201.68143064476052,1.0-autonomous,1788444324.010228
comp_1053,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.009, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.02, 'model_importance': 0.0581}]",1,142.24167404798348,1.0-autonomous,1788444324.0200775
comp_1054,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,325.2897352332361,1.0-autonomous,1788444324.0267723
comp_1055,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,304.52296479574755,1.0-autonomous,1788444324.0384562
comp_1056,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.241, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.0, 'model_importance': 0.0581}]",1,351.80059726058096,1.0-autonomous,1788444324.0444126
comp_1057,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.217, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 1.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 0.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.144, 'model_importance': 0.0581}]",1,245.14798573630912,1.0-autonomous,1788444324.0509539
comp_1058,0.0,RELEASE,"[{'feature': 'instrument_reuse_ratio', 'value': 0.0, 'model_importance': 0.3574}, {'feature': 'cluster_size', 'value': 6.0, 'model_importance': 0.2892}, {'feature': 'n_referral_edges', 'value': 5.0, 'model_importance': 0.2081}, {'feature': 'device_reuse_ratio', 'value': 0.35, 'model_importance': 0.0581}]",6,1434.3646785025308,1.0-autonomous,1788444324.0638661
